global step 1, epoch: 0, batch: 0, loss: 1.76424, loss_adv: 1.79003, speed: 0.06 step/s, lr: 0.0000199999
global step 510, epoch: 0, batch: 509, loss: 0.15492, loss_adv: 0.15737, speed: 0.45 step/s, lr: 0.0000199688
global step 511, epoch: 0, batch: 510, loss: 0.27949, loss_adv: 0.28387, speed: 0.45 step/s, lr: 0.0000199687
=> Saving checkpoint
score: 0.212055
score: 0.684700
global step 512, epoch: 1, batch: 0, loss: 0.03771, loss_adv: 0.04186, speed: 0.44 step/s, lr: 0.0000199687
global step 513, epoch: 1, batch: 1, loss: 0.02653, loss_adv: 0.03018, speed: 0.44 step/s, lr: 0.0000199686
global step 514, epoch: 1, batch: 2, loss: 0.04046, loss_adv: 0.04359, speed: 0.44 step/s, lr: 0.0000199685
global step 515, epoch: 1, batch: 3, loss: 0.04641, loss_adv: 0.05081, speed: 0.44 step/s, lr: 0.0000199685
global step 516, epoch: 1, batch: 4, loss: 0.04684, loss_adv: 0.04985, speed: 0.44 step/s, lr: 0.0000199684
global step 517, epoch: 1, batch: 5, loss: 0.10040, loss_adv: 0.10362, speed: 0.44 step/s, lr: 0.0000199684
global step 518, epoch: 1, batch: 6, loss: 0.04263, loss_adv: 0.04725, speed: 0.44 step/s, lr: 0.0000199683
global step 519, epoch: 1, batch: 7, loss: 0.09710, loss_adv: 0.10009, speed: 0.44 step/s, lr: 0.0000199682
global step 520, epoch: 1, batch: 8, loss: 0.05379, loss_adv: 0.05633, speed: 0.44 step/s, lr: 0.0000199682
global step 521, epoch: 1, batch: 9, loss: 0.05767, loss_adv: 0.05980, speed: 0.44 step/s, lr: 0.0000199681
global step 522, epoch: 1, batch: 10, loss: 0.06436, loss_adv: 0.06698, speed: 0.44 step/s, lr: 0.0000199680
global step 523, epoch: 1, batch: 11, loss: 0.05513, loss_adv: 0.05777, speed: 0.44 step/s, lr: 0.0000199680
global step 524, epoch: 1, batch: 12, loss: 0.05159, loss_adv: 0.05457, speed: 0.44 step/s, lr: 0.0000199679
global step 525, epoch: 1, batch: 13, loss: 0.03785, loss_adv: 0.03987, speed: 0.44 step/s, lr: 0.0000199679
global step 526, epoch: 1, batch: 14, loss: 0.12403, loss_adv: 0.12714, speed: 0.44 step/s, lr: 0.0000199678
global step 527, epoch: 1, batch: 15, loss: 0.35226, loss_adv: 0.36051, speed: 0.44 step/s, lr: 0.0000199677
global step 528, epoch: 1, batch: 16, loss: 0.45169, loss_adv: 0.46198, speed: 0.44 step/s, lr: 0.0000199677
global step 529, epoch: 1, batch: 17, loss: 0.26168, loss_adv: 0.26936, speed: 0.44 step/s, lr: 0.0000199676
global step 530, epoch: 1, batch: 18, loss: 0.12273, loss_adv: 0.12607, speed: 0.44 step/s, lr: 0.0000199676
global step 531, epoch: 1, batch: 19, loss: 0.05793, loss_adv: 0.06191, speed: 0.44 step/s, lr: 0.0000199675
global step 532, epoch: 1, batch: 20, loss: 0.12949, loss_adv: 0.13549, speed: 0.44 step/s, lr: 0.0000199674
global step 533, epoch: 1, batch: 21, loss: 0.14983, loss_adv: 0.15711, speed: 0.44 step/s, lr: 0.0000199674
global step 534, epoch: 1, batch: 22, loss: 0.14338, loss_adv: 0.14877, speed: 0.44 step/s, lr: 0.0000199673
global step 535, epoch: 1, batch: 23, loss: 0.12495, loss_adv: 0.13064, speed: 0.44 step/s, lr: 0.0000199673
global step 536, epoch: 1, batch: 24, loss: 0.17650, loss_adv: 0.18886, speed: 0.44 step/s, lr: 0.0000199672
global step 537, epoch: 1, batch: 25, loss: 0.05977, loss_adv: 0.06340, speed: 0.44 step/s, lr: 0.0000199671
global step 538, epoch: 1, batch: 26, loss: 0.17859, loss_adv: 0.18722, speed: 0.44 step/s, lr: 0.0000199671
global step 539, epoch: 1, batch: 27, loss: 0.25647, loss_adv: 0.26565, speed: 0.44 step/s, lr: 0.0000199670
global step 540, epoch: 1, batch: 28, loss: 0.49894, loss_adv: 0.51633, speed: 0.44 step/s, lr: 0.0000199669
global step 541, epoch: 1, batch: 29, loss: 0.38387, loss_adv: 0.39541, speed: 0.44 step/s, lr: 0.0000199669
global step 542, epoch: 1, batch: 30, loss: 0.07553, loss_adv: 0.08303, speed: 0.44 step/s, lr: 0.0000199668
global step 543, epoch: 1, batch: 31, loss: 0.03279, loss_adv: 0.04104, speed: 0.44 step/s, lr: 0.0000199668
global step 544, epoch: 1, batch: 32, loss: 0.04352, loss_adv: 0.05768, speed: 0.44 step/s, lr: 0.0000199667
global step 545, epoch: 1, batch: 33, loss: 0.12725, loss_adv: 0.14640, speed: 0.44 step/s, lr: 0.0000199666
global step 546, epoch: 1, batch: 34, loss: 0.05511, loss_adv: 0.06326, speed: 0.44 step/s, lr: 0.0000199666
global step 547, epoch: 1, batch: 35, loss: 0.03710, loss_adv: 0.04305, speed: 0.44 step/s, lr: 0.0000199665
global step 548, epoch: 1, batch: 36, loss: 0.03893, loss_adv: 0.04352, speed: 0.44 step/s, lr: 0.0000199665
global step 549, epoch: 1, batch: 37, loss: 0.11362, loss_adv: 0.11862, speed: 0.44 step/s, lr: 0.0000199664
global step 550, epoch: 1, batch: 38, loss: 0.01462, loss_adv: 0.01858, speed: 0.44 step/s, lr: 0.0000199663
global step 551, epoch: 1, batch: 39, loss: 0.05756, loss_adv: 0.06537, speed: 0.44 step/s, lr: 0.0000199663
global step 552, epoch: 1, batch: 40, loss: 0.05872, loss_adv: 0.06438, speed: 0.44 step/s, lr: 0.0000199662
global step 553, epoch: 1, batch: 41, loss: 0.04907, loss_adv: 0.05602, speed: 0.44 step/s, lr: 0.0000199662
global step 554, epoch: 1, batch: 42, loss: 0.11597, loss_adv: 0.12303, speed: 0.44 step/s, lr: 0.0000199661
global step 555, epoch: 1, batch: 43, loss: 0.11365, loss_adv: 0.11695, speed: 0.44 step/s, lr: 0.0000199660
global step 556, epoch: 1, batch: 44, loss: 0.05080, loss_adv: 0.05407, speed: 0.44 step/s, lr: 0.0000199660
global step 557, epoch: 1, batch: 45, loss: 0.03578, loss_adv: 0.04156, speed: 0.44 step/s, lr: 0.0000199659
global step 558, epoch: 1, batch: 46, loss: 0.16551, loss_adv: 0.17421, speed: 0.44 step/s, lr: 0.0000199658
global step 559, epoch: 1, batch: 47, loss: 0.10237, loss_adv: 0.10518, speed: 0.44 step/s, lr: 0.0000199658
global step 560, epoch: 1, batch: 48, loss: 0.06709, loss_adv: 0.06934, speed: 0.44 step/s, lr: 0.0000199657
global step 561, epoch: 1, batch: 49, loss: 0.02739, loss_adv: 0.02912, speed: 0.44 step/s, lr: 0.0000199657
global step 562, epoch: 1, batch: 50, loss: 0.04478, loss_adv: 0.04553, speed: 0.44 step/s, lr: 0.0000199656
global step 563, epoch: 1, batch: 51, loss: 0.13481, loss_adv: 0.13746, speed: 0.44 step/s, lr: 0.0000199655
global step 564, epoch: 1, batch: 52, loss: 0.06477, loss_adv: 0.06599, speed: 0.44 step/s, lr: 0.0000199655
global step 565, epoch: 1, batch: 53, loss: 0.03170, loss_adv: 0.03286, speed: 0.44 step/s, lr: 0.0000199654
global step 566, epoch: 1, batch: 54, loss: 0.00782, loss_adv: 0.00883, speed: 0.44 step/s, lr: 0.0000199654
global step 567, epoch: 1, batch: 55, loss: 0.06643, loss_adv: 0.07055, speed: 0.44 step/s, lr: 0.0000199653
global step 568, epoch: 1, batch: 56, loss: 0.12984, loss_adv: 0.13216, speed: 0.44 step/s, lr: 0.0000199652
global step 569, epoch: 1, batch: 57, loss: 0.13402, loss_adv: 0.13722, speed: 0.44 step/s, lr: 0.0000199652
global step 570, epoch: 1, batch: 58, loss: 0.12315, loss_adv: 0.12706, speed: 0.44 step/s, lr: 0.0000199651
global step 571, epoch: 1, batch: 59, loss: 0.44088, loss_adv: 0.44503, speed: 0.44 step/s, lr: 0.0000199650
global step 572, epoch: 1, batch: 60, loss: 0.02966, loss_adv: 0.03040, speed: 0.44 step/s, lr: 0.0000199650
global step 573, epoch: 1, batch: 61, loss: 0.02914, loss_adv: 0.03108, speed: 0.44 step/s, lr: 0.0000199649
global step 574, epoch: 1, batch: 62, loss: 0.06158, loss_adv: 0.06260, speed: 0.44 step/s, lr: 0.0000199649
global step 575, epoch: 1, batch: 63, loss: 0.05539, loss_adv: 0.05930, speed: 0.44 step/s, lr: 0.0000199648
global step 576, epoch: 1, batch: 64, loss: 0.10809, loss_adv: 0.11076, speed: 0.44 step/s, lr: 0.0000199647
global step 577, epoch: 1, batch: 65, loss: 0.28616, loss_adv: 0.28867, speed: 0.44 step/s, lr: 0.0000199647
global step 578, epoch: 1, batch: 66, loss: 1.11473, loss_adv: 1.12901, speed: 0.44 step/s, lr: 0.0000199646
global step 579, epoch: 1, batch: 67, loss: 0.43271, loss_adv: 0.43941, speed: 0.44 step/s, lr: 0.0000199646
global step 580, epoch: 1, batch: 68, loss: 0.13728, loss_adv: 0.14114, speed: 0.44 step/s, lr: 0.0000199645
global step 581, epoch: 1, batch: 69, loss: 0.05882, loss_adv: 0.06007, speed: 0.44 step/s, lr: 0.0000199644
global step 582, epoch: 1, batch: 70, loss: 0.25824, loss_adv: 0.26403, speed: 0.44 step/s, lr: 0.0000199644
global step 583, epoch: 1, batch: 71, loss: 0.27079, loss_adv: 0.28030, speed: 0.44 step/s, lr: 0.0000199643
global step 584, epoch: 1, batch: 72, loss: 0.64891, loss_adv: 0.65565, speed: 0.44 step/s, lr: 0.0000199643
global step 585, epoch: 1, batch: 73, loss: 0.53889, loss_adv: 0.54970, speed: 0.44 step/s, lr: 0.0000199642
global step 586, epoch: 1, batch: 74, loss: 0.44198, loss_adv: 0.44776, speed: 0.44 step/s, lr: 0.0000199641
global step 587, epoch: 1, batch: 75, loss: 0.33188, loss_adv: 0.34220, speed: 0.44 step/s, lr: 0.0000199641
global step 588, epoch: 1, batch: 76, loss: 0.17090, loss_adv: 0.17621, speed: 0.44 step/s, lr: 0.0000199640
global step 589, epoch: 1, batch: 77, loss: 0.22027, loss_adv: 0.23095, speed: 0.44 step/s, lr: 0.0000199639
global step 590, epoch: 1, batch: 78, loss: 0.54024, loss_adv: 0.56227, speed: 0.44 step/s, lr: 0.0000199639
global step 591, epoch: 1, batch: 79, loss: 0.17140, loss_adv: 0.18015, speed: 0.44 step/s, lr: 0.0000199638
global step 592, epoch: 1, batch: 80, loss: 0.09222, loss_adv: 0.10515, speed: 0.44 step/s, lr: 0.0000199638
global step 593, epoch: 1, batch: 81, loss: 0.09187, loss_adv: 0.10080, speed: 0.44 step/s, lr: 0.0000199637
global step 594, epoch: 1, batch: 82, loss: 0.33164, loss_adv: 0.34668, speed: 0.44 step/s, lr: 0.0000199636
global step 595, epoch: 1, batch: 83, loss: 0.19336, loss_adv: 0.20850, speed: 0.44 step/s, lr: 0.0000199636
global step 596, epoch: 1, batch: 84, loss: 0.20104, loss_adv: 0.21663, speed: 0.44 step/s, lr: 0.0000199635
global step 597, epoch: 1, batch: 85, loss: 0.35121, loss_adv: 0.37320, speed: 0.44 step/s, lr: 0.0000199635
global step 598, epoch: 1, batch: 86, loss: 0.24800, loss_adv: 0.26169, speed: 0.44 step/s, lr: 0.0000199634
global step 599, epoch: 1, batch: 87, loss: 0.27895, loss_adv: 0.29007, speed: 0.44 step/s, lr: 0.0000199633
global step 600, epoch: 1, batch: 88, loss: 0.19354, loss_adv: 0.21074, speed: 0.44 step/s, lr: 0.0000199633
global step 601, epoch: 1, batch: 89, loss: 0.26116, loss_adv: 0.27104, speed: 0.44 step/s, lr: 0.0000199632
global step 602, epoch: 1, batch: 90, loss: 0.30984, loss_adv: 0.32007, speed: 0.44 step/s, lr: 0.0000199632
global step 603, epoch: 1, batch: 91, loss: 0.15990, loss_adv: 0.17042, speed: 0.44 step/s, lr: 0.0000199631
global step 604, epoch: 1, batch: 92, loss: 0.14016, loss_adv: 0.15152, speed: 0.44 step/s, lr: 0.0000199630
global step 605, epoch: 1, batch: 93, loss: 0.42862, loss_adv: 0.44477, speed: 0.44 step/s, lr: 0.0000199630
global step 606, epoch: 1, batch: 94, loss: 0.44499, loss_adv: 0.46600, speed: 0.44 step/s, lr: 0.0000199629
global step 607, epoch: 1, batch: 95, loss: 0.37807, loss_adv: 0.39131, speed: 0.44 step/s, lr: 0.0000199628
global step 608, epoch: 1, batch: 96, loss: 0.28697, loss_adv: 0.29901, speed: 0.44 step/s, lr: 0.0000199628
global step 609, epoch: 1, batch: 97, loss: 0.44107, loss_adv: 0.46350, speed: 0.44 step/s, lr: 0.0000199627
global step 610, epoch: 1, batch: 98, loss: 0.09686, loss_adv: 0.11147, speed: 0.44 step/s, lr: 0.0000199627
global step 611, epoch: 1, batch: 99, loss: 0.26887, loss_adv: 0.29164, speed: 0.44 step/s, lr: 0.0000199626
global step 612, epoch: 1, batch: 100, loss: 0.14768, loss_adv: 0.16101, speed: 0.44 step/s, lr: 0.0000199625
global step 613, epoch: 1, batch: 101, loss: 0.07371, loss_adv: 0.08617, speed: 0.44 step/s, lr: 0.0000199625
global step 614, epoch: 1, batch: 102, loss: 0.16273, loss_adv: 0.18340, speed: 0.44 step/s, lr: 0.0000199624
global step 615, epoch: 1, batch: 103, loss: 0.33887, loss_adv: 0.35582, speed: 0.44 step/s, lr: 0.0000199624
global step 616, epoch: 1, batch: 104, loss: 0.59349, loss_adv: 0.62186, speed: 0.44 step/s, lr: 0.0000199623
global step 617, epoch: 1, batch: 105, loss: 0.25379, loss_adv: 0.27125, speed: 0.44 step/s, lr: 0.0000199622
global step 618, epoch: 1, batch: 106, loss: 0.12180, loss_adv: 0.13489, speed: 0.44 step/s, lr: 0.0000199622
global step 619, epoch: 1, batch: 107, loss: 0.17560, loss_adv: 0.18475, speed: 0.44 step/s, lr: 0.0000199621
global step 620, epoch: 1, batch: 108, loss: 0.26345, loss_adv: 0.27566, speed: 0.44 step/s, lr: 0.0000199620
global step 621, epoch: 1, batch: 109, loss: 0.22817, loss_adv: 0.23676, speed: 0.44 step/s, lr: 0.0000199620
global step 622, epoch: 1, batch: 110, loss: 0.22845, loss_adv: 0.24098, speed: 0.44 step/s, lr: 0.0000199619
global step 623, epoch: 1, batch: 111, loss: 0.12368, loss_adv: 0.13473, speed: 0.44 step/s, lr: 0.0000199619
global step 624, epoch: 1, batch: 112, loss: 0.35658, loss_adv: 0.36640, speed: 0.44 step/s, lr: 0.0000199618
global step 625, epoch: 1, batch: 113, loss: 0.43508, loss_adv: 0.45850, speed: 0.44 step/s, lr: 0.0000199617
global step 626, epoch: 1, batch: 114, loss: 0.28337, loss_adv: 0.29560, speed: 0.44 step/s, lr: 0.0000199617
global step 627, epoch: 1, batch: 115, loss: 0.55671, loss_adv: 0.58083, speed: 0.44 step/s, lr: 0.0000199616
global step 628, epoch: 1, batch: 116, loss: 0.27470, loss_adv: 0.28783, speed: 0.44 step/s, lr: 0.0000199616
global step 629, epoch: 1, batch: 117, loss: 0.11751, loss_adv: 0.12705, speed: 0.44 step/s, lr: 0.0000199615
global step 630, epoch: 1, batch: 118, loss: 0.06878, loss_adv: 0.07871, speed: 0.44 step/s, lr: 0.0000199614
global step 631, epoch: 1, batch: 119, loss: 0.04856, loss_adv: 0.05487, speed: 0.44 step/s, lr: 0.0000199614
global step 632, epoch: 1, batch: 120, loss: 0.05947, loss_adv: 0.06916, speed: 0.44 step/s, lr: 0.0000199613
global step 633, epoch: 1, batch: 121, loss: 0.17186, loss_adv: 0.18340, speed: 0.44 step/s, lr: 0.0000199613
global step 634, epoch: 1, batch: 122, loss: 0.08761, loss_adv: 0.09757, speed: 0.44 step/s, lr: 0.0000199612
global step 635, epoch: 1, batch: 123, loss: 0.06574, loss_adv: 0.07227, speed: 0.44 step/s, lr: 0.0000199611
global step 636, epoch: 1, batch: 124, loss: 0.04929, loss_adv: 0.05430, speed: 0.44 step/s, lr: 0.0000199611
global step 637, epoch: 1, batch: 125, loss: 0.05576, loss_adv: 0.06267, speed: 0.44 step/s, lr: 0.0000199610
global step 638, epoch: 1, batch: 126, loss: 0.09968, loss_adv: 0.10988, speed: 0.44 step/s, lr: 0.0000199609
global step 639, epoch: 1, batch: 127, loss: 0.04522, loss_adv: 0.05016, speed: 0.44 step/s, lr: 0.0000199609
global step 640, epoch: 1, batch: 128, loss: 0.06456, loss_adv: 0.07283, speed: 0.44 step/s, lr: 0.0000199608
global step 641, epoch: 1, batch: 129, loss: 0.05700, loss_adv: 0.06108, speed: 0.44 step/s, lr: 0.0000199608
global step 642, epoch: 1, batch: 130, loss: 0.08210, loss_adv: 0.09147, speed: 0.44 step/s, lr: 0.0000199607
global step 643, epoch: 1, batch: 131, loss: 0.03128, loss_adv: 0.03685, speed: 0.44 step/s, lr: 0.0000199606
global step 644, epoch: 1, batch: 132, loss: 0.02348, loss_adv: 0.02594, speed: 0.44 step/s, lr: 0.0000199606
global step 645, epoch: 1, batch: 133, loss: 0.09150, loss_adv: 0.09423, speed: 0.44 step/s, lr: 0.0000199605
global step 646, epoch: 1, batch: 134, loss: 0.16176, loss_adv: 0.17026, speed: 0.44 step/s, lr: 0.0000199605
global step 647, epoch: 1, batch: 135, loss: 0.13022, loss_adv: 0.14024, speed: 0.44 step/s, lr: 0.0000199604
global step 648, epoch: 1, batch: 136, loss: 0.03062, loss_adv: 0.03530, speed: 0.44 step/s, lr: 0.0000199603
global step 649, epoch: 1, batch: 137, loss: 0.23390, loss_adv: 0.24018, speed: 0.44 step/s, lr: 0.0000199603
global step 650, epoch: 1, batch: 138, loss: 0.11860, loss_adv: 0.12744, speed: 0.44 step/s, lr: 0.0000199602
global step 651, epoch: 1, batch: 139, loss: 0.06241, loss_adv: 0.06418, speed: 0.44 step/s, lr: 0.0000199602
global step 652, epoch: 1, batch: 140, loss: 0.17000, loss_adv: 0.17927, speed: 0.44 step/s, lr: 0.0000199601
global step 653, epoch: 1, batch: 141, loss: 0.02542, loss_adv: 0.02700, speed: 0.44 step/s, lr: 0.0000199600
global step 654, epoch: 1, batch: 142, loss: 0.02489, loss_adv: 0.02581, speed: 0.44 step/s, lr: 0.0000199600
global step 655, epoch: 1, batch: 143, loss: 0.26037, loss_adv: 0.26643, speed: 0.44 step/s, lr: 0.0000199599
global step 656, epoch: 1, batch: 144, loss: 0.03524, loss_adv: 0.03812, speed: 0.44 step/s, lr: 0.0000199598
global step 657, epoch: 1, batch: 145, loss: 0.09347, loss_adv: 0.10057, speed: 0.44 step/s, lr: 0.0000199598
global step 658, epoch: 1, batch: 146, loss: 0.00968, loss_adv: 0.01035, speed: 0.44 step/s, lr: 0.0000199597
global step 659, epoch: 1, batch: 147, loss: 0.01513, loss_adv: 0.01987, speed: 0.44 step/s, lr: 0.0000199597
global step 660, epoch: 1, batch: 148, loss: 0.14119, loss_adv: 0.15171, speed: 0.44 step/s, lr: 0.0000199596
global step 661, epoch: 1, batch: 149, loss: 0.02745, loss_adv: 0.03289, speed: 0.44 step/s, lr: 0.0000199595
global step 662, epoch: 1, batch: 150, loss: 0.01766, loss_adv: 0.02536, speed: 0.44 step/s, lr: 0.0000199595
global step 663, epoch: 1, batch: 151, loss: 0.01973, loss_adv: 0.02438, speed: 0.44 step/s, lr: 0.0000199594
global step 664, epoch: 1, batch: 152, loss: 0.17775, loss_adv: 0.18601, speed: 0.44 step/s, lr: 0.0000199594
global step 665, epoch: 1, batch: 153, loss: 0.01514, loss_adv: 0.01637, speed: 0.44 step/s, lr: 0.0000199593
global step 666, epoch: 1, batch: 154, loss: 0.03039, loss_adv: 0.03278, speed: 0.44 step/s, lr: 0.0000199592
global step 667, epoch: 1, batch: 155, loss: 0.16037, loss_adv: 0.16796, speed: 0.44 step/s, lr: 0.0000199592
global step 668, epoch: 1, batch: 156, loss: 0.14020, loss_adv: 0.15241, speed: 0.44 step/s, lr: 0.0000199591
global step 669, epoch: 1, batch: 157, loss: 0.23616, loss_adv: 0.24854, speed: 0.44 step/s, lr: 0.0000199591
global step 670, epoch: 1, batch: 158, loss: 0.17486, loss_adv: 0.18518, speed: 0.44 step/s, lr: 0.0000199590
global step 671, epoch: 1, batch: 159, loss: 0.21353, loss_adv: 0.22416, speed: 0.44 step/s, lr: 0.0000199589
global step 672, epoch: 1, batch: 160, loss: 0.11018, loss_adv: 0.11815, speed: 0.44 step/s, lr: 0.0000199589
global step 673, epoch: 1, batch: 161, loss: 0.09430, loss_adv: 0.10599, speed: 0.44 step/s, lr: 0.0000199588
global step 674, epoch: 1, batch: 162, loss: 0.14078, loss_adv: 0.14964, speed: 0.44 step/s, lr: 0.0000199587
global step 675, epoch: 1, batch: 163, loss: 0.09587, loss_adv: 0.10475, speed: 0.44 step/s, lr: 0.0000199587
global step 676, epoch: 1, batch: 164, loss: 0.08107, loss_adv: 0.08734, speed: 0.44 step/s, lr: 0.0000199586
global step 677, epoch: 1, batch: 165, loss: 0.10795, loss_adv: 0.11578, speed: 0.44 step/s, lr: 0.0000199586
global step 678, epoch: 1, batch: 166, loss: 0.06669, loss_adv: 0.07131, speed: 0.44 step/s, lr: 0.0000199585
global step 679, epoch: 1, batch: 167, loss: 0.07826, loss_adv: 0.08583, speed: 0.44 step/s, lr: 0.0000199584
global step 680, epoch: 1, batch: 168, loss: 0.12267, loss_adv: 0.13158, speed: 0.44 step/s, lr: 0.0000199584
global step 681, epoch: 1, batch: 169, loss: 0.11217, loss_adv: 0.12192, speed: 0.44 step/s, lr: 0.0000199583
global step 682, epoch: 1, batch: 170, loss: 0.05209, loss_adv: 0.05909, speed: 0.44 step/s, lr: 0.0000199583
global step 683, epoch: 1, batch: 171, loss: 0.05035, loss_adv: 0.06146, speed: 0.44 step/s, lr: 0.0000199582
global step 684, epoch: 1, batch: 172, loss: 0.12514, loss_adv: 0.13603, speed: 0.44 step/s, lr: 0.0000199581
global step 685, epoch: 1, batch: 173, loss: 0.13156, loss_adv: 0.13846, speed: 0.45 step/s, lr: 0.0000199581
global step 686, epoch: 1, batch: 174, loss: 0.02316, loss_adv: 0.02732, speed: 0.45 step/s, lr: 0.0000199580
global step 687, epoch: 1, batch: 175, loss: 0.02815, loss_adv: 0.03283, speed: 0.45 step/s, lr: 0.0000199579
global step 688, epoch: 1, batch: 176, loss: 0.02718, loss_adv: 0.03444, speed: 0.45 step/s, lr: 0.0000199579
global step 689, epoch: 1, batch: 177, loss: 0.02628, loss_adv: 0.03069, speed: 0.45 step/s, lr: 0.0000199578
global step 690, epoch: 1, batch: 178, loss: 0.06504, loss_adv: 0.07322, speed: 0.45 step/s, lr: 0.0000199578
global step 691, epoch: 1, batch: 179, loss: 0.02279, loss_adv: 0.02637, speed: 0.45 step/s, lr: 0.0000199577
global step 692, epoch: 1, batch: 180, loss: 0.01502, loss_adv: 0.01956, speed: 0.45 step/s, lr: 0.0000199576
global step 693, epoch: 1, batch: 181, loss: 0.04759, loss_adv: 0.05176, speed: 0.45 step/s, lr: 0.0000199576
global step 694, epoch: 1, batch: 182, loss: 0.04678, loss_adv: 0.04929, speed: 0.45 step/s, lr: 0.0000199575
global step 695, epoch: 1, batch: 183, loss: 0.03223, loss_adv: 0.03367, speed: 0.45 step/s, lr: 0.0000199575
global step 696, epoch: 1, batch: 184, loss: 0.29277, loss_adv: 0.30915, speed: 0.45 step/s, lr: 0.0000199574
global step 697, epoch: 1, batch: 185, loss: 0.04458, loss_adv: 0.04781, speed: 0.45 step/s, lr: 0.0000199573
global step 698, epoch: 1, batch: 186, loss: 0.14784, loss_adv: 0.15747, speed: 0.45 step/s, lr: 0.0000199573
global step 699, epoch: 1, batch: 187, loss: 0.04215, loss_adv: 0.04510, speed: 0.45 step/s, lr: 0.0000199572
global step 700, epoch: 1, batch: 188, loss: 0.21474, loss_adv: 0.22354, speed: 0.45 step/s, lr: 0.0000199572
global step 701, epoch: 1, batch: 189, loss: 0.13307, loss_adv: 0.14416, speed: 0.45 step/s, lr: 0.0000199571
global step 702, epoch: 1, batch: 190, loss: 0.05718, loss_adv: 0.06049, speed: 0.45 step/s, lr: 0.0000199570
global step 703, epoch: 1, batch: 191, loss: 0.10797, loss_adv: 0.11540, speed: 0.45 step/s, lr: 0.0000199570
global step 704, epoch: 1, batch: 192, loss: 0.20727, loss_adv: 0.21813, speed: 0.45 step/s, lr: 0.0000199569
global step 705, epoch: 1, batch: 193, loss: 0.53586, loss_adv: 0.54631, speed: 0.45 step/s, lr: 0.0000199568
global step 706, epoch: 1, batch: 194, loss: 0.42645, loss_adv: 0.43604, speed: 0.45 step/s, lr: 0.0000199568
global step 707, epoch: 1, batch: 195, loss: 0.20961, loss_adv: 0.21900, speed: 0.45 step/s, lr: 0.0000199567
global step 708, epoch: 1, batch: 196, loss: 0.37426, loss_adv: 0.38747, speed: 0.45 step/s, lr: 0.0000199567
global step 709, epoch: 1, batch: 197, loss: 0.22325, loss_adv: 0.24458, speed: 0.45 step/s, lr: 0.0000199566
global step 710, epoch: 1, batch: 198, loss: 0.09981, loss_adv: 0.11130, speed: 0.45 step/s, lr: 0.0000199565
global step 711, epoch: 1, batch: 199, loss: 0.42207, loss_adv: 0.43730, speed: 0.45 step/s, lr: 0.0000199565
global step 712, epoch: 1, batch: 200, loss: 0.40253, loss_adv: 0.41389, speed: 0.45 step/s, lr: 0.0000199564
global step 713, epoch: 1, batch: 201, loss: 0.19427, loss_adv: 0.20883, speed: 0.45 step/s, lr: 0.0000199564
global step 714, epoch: 1, batch: 202, loss: 0.17136, loss_adv: 0.18739, speed: 0.45 step/s, lr: 0.0000199563
global step 715, epoch: 1, batch: 203, loss: 0.32960, loss_adv: 0.34884, speed: 0.45 step/s, lr: 0.0000199562
global step 716, epoch: 1, batch: 204, loss: 0.17551, loss_adv: 0.19042, speed: 0.45 step/s, lr: 0.0000199562
global step 717, epoch: 1, batch: 205, loss: 0.19941, loss_adv: 0.23672, speed: 0.45 step/s, lr: 0.0000199561
global step 718, epoch: 1, batch: 206, loss: 0.44642, loss_adv: 0.46571, speed: 0.45 step/s, lr: 0.0000199561
global step 719, epoch: 1, batch: 207, loss: 0.51581, loss_adv: 0.55136, speed: 0.45 step/s, lr: 0.0000199560
global step 720, epoch: 1, batch: 208, loss: 0.36897, loss_adv: 0.39874, speed: 0.45 step/s, lr: 0.0000199559
global step 721, epoch: 1, batch: 209, loss: 0.54951, loss_adv: 0.60175, speed: 0.45 step/s, lr: 0.0000199559
global step 722, epoch: 1, batch: 210, loss: 0.31569, loss_adv: 0.36836, speed: 0.45 step/s, lr: 0.0000199558
global step 723, epoch: 1, batch: 211, loss: 0.34224, loss_adv: 0.37153, speed: 0.45 step/s, lr: 0.0000199557
global step 724, epoch: 1, batch: 212, loss: 0.19239, loss_adv: 0.21536, speed: 0.45 step/s, lr: 0.0000199557
global step 725, epoch: 1, batch: 213, loss: 0.13992, loss_adv: 0.16728, speed: 0.45 step/s, lr: 0.0000199556
global step 726, epoch: 1, batch: 214, loss: 0.17230, loss_adv: 0.18605, speed: 0.45 step/s, lr: 0.0000199556
global step 727, epoch: 1, batch: 215, loss: 0.34761, loss_adv: 0.37681, speed: 0.45 step/s, lr: 0.0000199555
global step 728, epoch: 1, batch: 216, loss: 0.09408, loss_adv: 0.10811, speed: 0.45 step/s, lr: 0.0000199554
global step 729, epoch: 1, batch: 217, loss: 0.06563, loss_adv: 0.07795, speed: 0.45 step/s, lr: 0.0000199554
global step 730, epoch: 1, batch: 218, loss: 0.29214, loss_adv: 0.31777, speed: 0.45 step/s, lr: 0.0000199553
global step 731, epoch: 1, batch: 219, loss: 0.27036, loss_adv: 0.28705, speed: 0.45 step/s, lr: 0.0000199553
global step 732, epoch: 1, batch: 220, loss: 0.11890, loss_adv: 0.12396, speed: 0.45 step/s, lr: 0.0000199552
global step 733, epoch: 1, batch: 221, loss: 0.10223, loss_adv: 0.11460, speed: 0.45 step/s, lr: 0.0000199551
